priority_rank,seq,title,authors,year,journal,doi,doi_link,google_scholar,openalex_search,unpaywall_api,pdf_found,pdf_filename,pdf_source,fulltext_screening_decision,exclusion_reason,sample_size_n,model_type,effect_size_type,reported_coefficient,standard_error,t_value,df_for_t,p_value,converted_r,fisher_z,variance_z,performance_measure_guess,internationalization_measure_guess,table_or_page,statistic_location,notes_for_extractor,ready_for_r,doi_status,icrv,prescreen_reason,dpl,fp_type,country_guess,region_guess,internationalization_dimension_guess,performance_category_guess,research_design_guess,fulltext_status,extraction_status,screening_decision_prelim,study_period_start,study_period_end,industry,firm_type,curve_type,moderators,source_url_or_pdf_path,extraction_priority,extracted_by,checked_by,effect_direction,conversion_formula
336,369,Does internationalization matter for corporate social performance of Chinese firms?,"Wu, Renhong; Kim, Minho",2023,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,,https://scholar.google.com/scholar?q=Does%20internationalization%20matter%20for%20corporate%20social%20performance%20of%20Chinese%20firms%3F,https://openalex.org/works?search=Does%20internationalization%20matter%20for%20corporate%20social%20performance%20of%20Chinese%20firms%3F,,,,,UNSURE,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,auto_title:non_financial_performance,3,,China,Asia,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
337,403,Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,"Purkayastha, Anish",2018,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,https://scholar.google.com/scholar?q=Performance%20of%20business%20group%20affiliated%20firms%20in%20emerging%20markets%20Causal%20mediation%20analysis%20of%20internationalization%20and%20investment%20into%20innovation%20strategy,https://openalex.org/works?search=Performance%20of%20business%20group%20affiliated%20firms%20in%20emerging%20markets%20Causal%20mediation%20analysis%20of%20internationalization%20and%20investment%20into%20innovation%20strategy,,,,,UNSURE,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,auto:insufficient_evidence,3,,Emerging markets,Multiple/Emerging,General DOI,Innovation/other,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
338,423,The diversity of the top management team and the survival and success of international companies: The case of Spanish companies with foreign direct investment in China,"Ninerola, Angels; Beatriz Hernandez-Lara, Ana; Victoria Sanchez-Rebull, Maria",2016,REVISTA INTERNACIONAL DE ORGANIZACIONES,,,https://scholar.google.com/scholar?q=The%20diversity%20of%20the%20top%20management%20team%20and%20the%20survival%20and%20success%20of%20international%20companies%3A%20The%20case%20of%20Spanish%20companies%20with%20foreign%20direct%20investment%20in%20China,https://openalex.org/works?search=The%20diversity%20of%20the%20top%20management%20team%20and%20the%20survival%20and%20success%20of%20international%20companies%3A%20The%20case%20of%20Spanish%20companies%20with%20foreign%20direct%20investment%20in%20China,,,,,UNSURE,,,,,,,,,,,,,Survival,FDI,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,auto:insufficient_evidence,3,SURV,Spain,Europe,FDI/investment,Survival/hazard,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
339,424,Performance implications of internationalization strategies for Chinese MNCs,"Yuan, Lin; Pangarkar, Nitin",2015,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,https://scholar.google.com/scholar?q=Performance%20implications%20of%20internationalization%20strategies%20for%20Chinese%20MNCs,https://openalex.org/works?search=Performance%20implications%20of%20internationalization%20strategies%20for%20Chinese%20MNCs,,,,,UNSURE,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,auto:insufficient_evidence,3,,China,Asia,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
340,426,THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,"Urban, Boris; Sefalafala, Mpho R.",2015,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,,https://scholar.google.com/scholar?q=THE%20INFLUENCE%20OF%20ENTREPRENEURIAL%20INTENSITY%20AND%20CAPABILITIES%20ON%20INTERNATIONALISATION%20AND%20FIRM%20PERFORMANCE,https://openalex.org/works?search=THE%20INFLUENCE%20OF%20ENTREPRENEURIAL%20INTENSITY%20AND%20CAPABILITIES%20ON%20INTERNATIONALISATION%20AND%20FIRM%20PERFORMANCE,,,,,Y,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,auto_title:ip_explicit,3,composite,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
341,428,"Home institutions, internationalization and firm performance Evidence from listed Chinese firms","Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao",2015,MANAGEMENT DECISION,,,https://scholar.google.com/scholar?q=Home%20institutions%2C%20internationalization%20and%20firm%20performance%20Evidence%20from%20listed%20Chinese%20firms,https://openalex.org/works?search=Home%20institutions%2C%20internationalization%20and%20firm%20performance%20Evidence%20from%20listed%20Chinese%20firms,,,,,Y,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,auto_title:ip_explicit,3,composite,China,Asia,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
342,449,A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,"Banalieva, Elitsa R.; Sarathy, Ravi",2011,MANAGEMENT INTERNATIONAL REVIEW,,,https://scholar.google.com/scholar?q=A%20Contingency%20Theory%20of%20Internationalization%20Performance%20for%20Emerging%20Market%20Multinational%20Enterprises,https://openalex.org/works?search=A%20Contingency%20Theory%20of%20Internationalization%20Performance%20for%20Emerging%20Market%20Multinational%20Enterprises,,,,,Y,,,,,,,,,,,,,Market performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,INCL:internationalization|MNE,3,,Emerging markets,Multiple/Emerging,Scale/scope,Market-based,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
343,453,Internationalization and firm performance: Exploring the moderating effects of regional diversification,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",2010,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance%3A%20Exploring%20the%20moderating%20effects%20of%20regional%20diversification,https://openalex.org/works?search=Internationalization%20and%20firm%20performance%3A%20Exploring%20the%20moderating%20effects%20of%20regional%20diversification,,,,,Y,,,,,,,,,,,,,Firm performance,Geographic diversification,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,INCL:internationalization|firm-performance,3,composite,TO_EXTRACT,TO_EXTRACT,Scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
344,454,Relationships between business factors and performance in internationalization An empirical study in China,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",2009,MANAGEMENT DECISION,,,https://scholar.google.com/scholar?q=Relationships%20between%20business%20factors%20and%20performance%20in%20internationalization%20An%20empirical%20study%20in%20China,https://openalex.org/works?search=Relationships%20between%20business%20factors%20and%20performance%20in%20internationalization%20An%20empirical%20study%20in%20China,,,,,Y,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,INCL:internationalization,2,,China,Asia,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
345,511,Rethinking the Literature on the Performance of Chinese Multinational Enterprises,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",2016,MANAGEMENT AND ORGANIZATION REVIEW,,,https://scholar.google.com/scholar?q=Rethinking%20the%20Literature%20on%20the%20Performance%20of%20Chinese%20Multinational%20Enterprises,https://openalex.org/works?search=Rethinking%20the%20Literature%20on%20the%20Performance%20of%20Chinese%20Multinational%20Enterprises,,,,,Y,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,2,INCL:MNE,3,,China,Asia,Scale/scope,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
346,139,Sector productivity and geographical diversification as export enhancing factors: the case of Portugal,"Andre, Nuno Miguel Queimado",2021,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,,https://scholar.google.com/scholar?q=Sector%20productivity%20and%20geographical%20diversification%20as%20export%20enhancing%20factors%3A%20the%20case%20of%20Portugal,https://openalex.org/works?search=Sector%20productivity%20and%20geographical%20diversification%20as%20export%20enhancing%20factors%3A%20the%20case%20of%20Portugal,,,,,UNSURE,,,,,,,,,,,,,Productivity,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,productivity,TO_EXTRACT,TO_EXTRACT,Export,Operational,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
347,360,Internationalisation and the Financial Performance of Companies,"Rozanski, Jerzy; Lopez-Morales, Jose Satsumi; Bogolebska, Justyna",2025,FOLIA OECONOMICA STETINENSIA,,,https://scholar.google.com/scholar?q=Internationalisation%20and%20the%20Financial%20Performance%20of%20Companies,https://openalex.org/works?search=Internationalisation%20and%20the%20Financial%20Performance%20of%20Companies,,,,,Y,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,3,auto_title:ip_explicit,3,composite,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
348,362,"Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of Credit Constraints","Zhang, Dengjun; Affuso, Ermanno; Buleca, Jan; Toth, Peter; Pandey, Rudresh",2025,STUDIES IN BUSINESS AND ECONOMICS,,,https://scholar.google.com/scholar?q=Relationship%20Among%20R%26D%2C%20Productivity%2C%20and%20Firm%20Exports%3A%20The%20Moderating%20Role%20of%20Credit%20Constraints,https://openalex.org/works?search=Relationship%20Among%20R%26D%2C%20Productivity%2C%20and%20Firm%20Exports%3A%20The%20Moderating%20Role%20of%20Credit%20Constraints,,,,,UNSURE,,,,,,,,,,,,,Productivity,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,LAB,TO_EXTRACT,TO_EXTRACT,Export,Operational,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
349,366,THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",2024,TRANSFORMATIONS IN BUSINESS & ECONOMICS,,,https://scholar.google.com/scholar?q=THE%20MODERATING%20EFFECT%20OF%20WOMEN%20MANAGERS%20IN%20THE%20INTERNATIONALISATION%20AND%20INTELLECTUAL%20CAPITAL-PERFORMANCE%20RELATIONSHIP,https://openalex.org/works?search=THE%20MODERATING%20EFFECT%20OF%20WOMEN%20MANAGERS%20IN%20THE%20INTERNATIONALISATION%20AND%20INTELLECTUAL%20CAPITAL-PERFORMANCE%20RELATIONSHIP,,,,,UNSURE,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
350,383,"Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited","Barlozewski, Krystian; Trapczynski, Piotr",2021,OECONOMIA COPERNICANA,,,https://scholar.google.com/scholar?q=Is%20internationalisation%20beneficial%20for%20novice%20internationalisers%3F%20The%20performance%20effects%20of%20firm-specific%20advantages%2C%20internationalisation%20degree%20and%20firm%20size%20revisited,https://openalex.org/works?search=Is%20internationalisation%20beneficial%20for%20novice%20internationalisers%3F%20The%20performance%20effects%20of%20firm-specific%20advantages%2C%20internationalisation%20degree%20and%20firm%20size%20revisited,,,,,UNSURE,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
351,387,"Export activity, R&D investment, and foreign ownership: does it matter for productivity?","Sousa, Carlos M. P.; Yan, Ji; Gomes, Emanuel; Lengler, Jorge",2021,INTERNATIONAL MARKETING REVIEW,,,https://scholar.google.com/scholar?q=Export%20activity%2C%20R%26D%20investment%2C%20and%20foreign%20ownership%3A%20does%20it%20matter%20for%20productivity%3F,https://openalex.org/works?search=Export%20activity%2C%20R%26D%20investment%2C%20and%20foreign%20ownership%3A%20does%20it%20matter%20for%20productivity%3F,,,,,UNSURE,,,,,,,,,,,,,Productivity,Export intensity,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,LAB,TO_EXTRACT,TO_EXTRACT,Export,Operational,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
352,388,"Innovation, internationalisation and the performance of microbusinesses","Henley, Andrew; Son, Meng",2020,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,,https://scholar.google.com/scholar?q=Innovation%2C%20internationalisation%20and%20the%20performance%20of%20microbusinesses,https://openalex.org/works?search=Innovation%2C%20internationalisation%20and%20the%20performance%20of%20microbusinesses,,,,,UNSURE,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
353,411,Rapid internationalization and long-term performance: The knowledge link,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",2017,JOURNAL OF WORLD BUSINESS,,,https://scholar.google.com/scholar?q=Rapid%20internationalization%20and%20long-term%20performance%3A%20The%20knowledge%20link,https://openalex.org/works?search=Rapid%20internationalization%20and%20long-term%20performance%3A%20The%20knowledge%20link,,,,,UNSURE,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
354,416,Speed of SME Internationalization and Performance,"Hilmersson, Mikael; Johanson, Martin",2016,MANAGEMENT INTERNATIONAL REVIEW,,,https://scholar.google.com/scholar?q=Speed%20of%20SME%20Internationalization%20and%20Performance,https://openalex.org/works?search=Speed%20of%20SME%20Internationalization%20and%20Performance,,,,,UNSURE,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
355,419,The effect of social networks and dynamic internationalization capabilities on international performance,"Pinho, Jose Carlos; Prange, Christiane",2016,JOURNAL OF WORLD BUSINESS,,,https://scholar.google.com/scholar?q=The%20effect%20of%20social%20networks%20and%20dynamic%20internationalization%20capabilities%20on%20international%20performance,https://openalex.org/works?search=The%20effect%20of%20social%20networks%20and%20dynamic%20internationalization%20capabilities%20on%20international%20performance,,,,,UNSURE,,,,,,,,,,,,,Firm performance,Internationalization,,,doi; sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,NO-DOI,I,auto:insufficient_evidence,3,,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,NO_DOI_MANUAL_SEARCH,MANUAL_BIBLIOGRAPHIC_COMPLETION,Include for full-text assessment,,,,,,,,2_NO_DOI_MANUAL,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
